id,name,city,state,holes,access
10375,Dande Farms Country Club Inc,Akron,NY,18,Public
10376,The Links At Ivy Ridge,Akron,NY,18,Public
10377,Capital Hills At Albany,Albany,NY,18,Municipal
10378,Town Of Colonie Golf Course,Albany,NY,63,Municipal
10379,Wolferts Roost Country Club,Albany,NY,18,Private
10380,Pap Pap Par 3 Golf Course,Albion,NY,9,Public
10381,Ricci Meadows Golf Course,Albion,NY,18,Public
10382,Kis N Greens Golf Course,Alden,NY,18,Public
10383,Alder Creek Golf Course,Alder Creek,NY,9,Public
10384,Alexandria Bay Municipal Golf Course,Alexandria Bay,NY,18,Municipal
10385,Birch Run Country Club,Allegany,NY,9,Public
10386,Hillcrest Golf Course,Alplaus,NY,9,Public
10387,Orchard Creek Golf Club,Altamont,NY,18,Public
10388,French's Hollow Fairways,Altamont,NY,9,Public
10389,South Fork Country Club,Amagansett,NY,18,Private
10390,Silo Ridge Country Club,Amenia,NY,18,Public
10391,Grover Cleveland Golf Course,Amherst,NY,18,Municipal
10392,Amherst Audubon Golf Course,Amherst,NY,27,Municipal
10393,Evergreen Golf Course,Amherst,NY,9,Public
10394,Amsterdam Municipal Golf Course,Amsterdam,NY,18,Municipal
10395,Grandview Golf Course,Angola,NY,9,Public
10396,The Links at Hiawatha,Apalachin,NY,18,Public
10397,Apalachin Golf Course,Apalachin,NY,18,Public
10398,Turkey Run Golf Course,Arcade,NY,9,Public
10399,Spruce Ridge Country Club,Arcade,NY,18,Public
10400,Ardsley Country Club,Ardsley On Hudson,NY,18,
10401,Whippoorwill Club,Armonk,NY,18,Private
10402,Canyon Club,Armonk,NY,18,
10403,Timber Creek Golf Course,Ashville,NY,9,Public
10404,Attica Golf Club Inc,Attica,NY,9,Private
10405,Quiet Times Golf Course,Attica,NY,18,Public
10406,Owasco Country Club,Auburn,NY,9,Private
10407,Cranebrook Golf Course,Auburn,NY,9,Public
10408,Highland Park Golf Club,Auburn,NY,18,Public
10409,Wells College Golf Course,Aurora,NY,9,Public
10410,AuSable Valley Golf Club Inc,Ausable Forks,NY,9,Private
10411,Burden Lake Country Club,Averill Park,NY,18,Public
10412,Farview Country Club,Avon,NY,18,Public
10413,Cedar Beach Golf Course,Babylon,NY,18,Municipal
10414,E Donald Conroy Golf Course,Babylon,NY,9,Municipal
10415,Robert Moses State Park Golf Course,Babylon,NY,18,Municipal
10416,Sundown Golf & Country Club,Bainbridge,NY,9,Public
10417,Ironwood Golf And Country Club,Baldwinsville,NY,9,Public
10418,Foxfire at Village Green,Baldwinsville,NY,18,Public
10419,Radisson Greens Golf Club,Baldwinsville,NY,18,Public
10420,Seneca Golf Club,Baldwinsville,NY,9,Public
10421,Hickory Hill Golf Course,Baldwinsville,NY,18,Public
10422,Timber Banks Golf Club and Marina,Baldwinsville,NY,9,Public
10423,Pioneer Hills Golf Course,Ballston Spa,NY,18,Public
10424,Ballston Spa Country Club,Ballston Spa,NY,18,Public
10425,Terry Hills Golf Course,Batavia,NY,45,Public
10426,Batavia Country Club,Batavia,NY,18,Public
10427,Bath Country Club,Bath,NY,18,Public
10428,Southward Ho Country Club,Bay Shore,NY,18,
10429,Clearview Park Golf Course,Bayside,NY,18,Municipal
10430,Southern Duchess Country Club,Beacon,NY,9,Private
10431,Glen Arbor Golf Club,Bedford Hills,NY,18,
10432,Bedford Golf & Tennis Club,Bedford,NY,18,Private
10433,Waterways Resort,Belfast,NY,36,Public
10434,Bellport Country Club,Bellport,NY,18,Municipal
10435,Bemus Point Golf,Bemus Point,NY,9,Public
10436,Grandview Farms Golf Course,Berkshire,NY,18,Public
10437,Island Glen Country Club,Bethel,NY,9,Public
10438,Willowcreek Golf Club,Big Flats,NY,27,Public
10439,Ely Park Muni Golf Course,Binghamton,NY,18,Municipal
10440,Vestal Hills Country Club,Binghamton,NY,18,Private
10441,Dimmock Hill Golf Course,Binghamton,NY,18,Public
10442,The Bolivar Golf Club,Bolivar,NY,18,Public
10443,Sagamore Resort and Golf Club,Bolton Landing,NY,18,Public
10444,Woodgate Pines Golf Club,Boonville,NY,18,Public
10445,Harris Hill Golf Center,Bowmansville,NY,9,Public
10446,Brantingham Golf Club,Brantingham,NY,18,Public
10447,Brentwood Country Club,Brentwood,NY,18,Municipal
10448,The Greens At Beaumont,Brewerton,NY,18,Public
10449,Morefar Golf Course,Brewster,NY,18,
10450,Vails Grove Golf Course Inc,Brewster,NY,9,Public
10451,Trump National Golf Club Westchester,Briarcliff Manor,NY,18,
10452,Atlantic Golf Club,Bridgehampton,NY,18,Private
10453,The Bridgehampton Club,Bridgehampton,NY,9,Private
10454,The Bridge,Bridgehampton,NY,18,
10455,Rogues Roost Golf & Country Club,Bridgeport,NY,36,Public
10456,Langbrook Meadows Golf and Country Club,Brier Hill,NY,18,Public
10457,Brockport Country Club,Brockport,NY,18,Public
10458,Cardinal Creek Golf Club,Brockport,NY,18,Public
10459,Deerfield Country Club,Brockport,NY,36,Public
10460,Van Cortlandt Park Golf Course,Bronx,NY,18,Municipal
10461,Mosholu Golf Course,Bronx,NY,9,Municipal
10462,Pelham/Split Rock Golf Course,Bronx,NY,36,Municipal
10463,Siwanoy Country Club,Bronxville,NY,18,Private
10464,Dyker Beach Golf Course,Brooklyn,NY,18,Municipal
10465,Marine Park Golf Course,Brooklyn,NY,18,Municipal
10466,Highland Greens Golf Course,Brushton,NY,18,Public
10467,Delaware Park Golf Course,Buffalo,NY,18,Municipal
10468,South Park Golf Course,Buffalo,NY,9,Municipal
10469,Cazenovia Golf Course,Buffalo,NY,9,Municipal
10470,Oakwood Golf Course,Buffalo,NY,18,Municipal
10471,Dutchaven Golf Course,Buskirk,NY,9,Public
10472,Caledonia Country Club,Caledonia,NY,18,
10473,Villa Roma Resort,Callicoon,NY,18,Public
10474,Baiting Hollow Club,Calverton,NY,18,
10475,Calverton Links,Calverton,NY,18,Public
10476,Camillus Country Club,Camillus,NY,18,Public
10477,West Hill Country Club,Camillus,NY,18,Public
10478,Pine Grove Country Club,Camillus,NY,18,Public
10479,Westvale Golf Course,Camillus,NY,18,Public
10480,Otterkill Golf & Country Club,Campbell Hall,NY,18,
10481,Canajoharie Country Club,Canajoharie,NY,18,Public
10482,Canandaigua Country Club,Canandaigua,NY,9,Private
10483,CenterPointe Country Club,Canandaigua,NY,18,Public
10484,Bristol Harbour Golf Club,Canandaigua,NY,18,Public
10485,Casolwood Golf Course,Canastota,NY,18,Public
10486,Catatonk Golf Club Inc,Candor,NY,18,Public
10487,Partridge Run Golf & Country Club,Canton,NY,18,Municipal
10488,St Lawrence University Golf & Country Club,Canton,NY,18,Public
10489,The Sedgwood Golf Club,Carmel,NY,9,
10490,Centennial Golf Club of NY,Carmel,NY,54,Public
10491,Nick Stoner Golf Course,Caroga Lake,NY,18,Municipal
10492,Cassadaga Lakes Golf Club,Cassadaga,NY,9,Public
10493,Pheasant Hollow Golf Club,Castleton On Hudson,NY,9,Public
10494,Evergreen Country Club,Castleton On Hudson,NY,36,Public
10495,Hickory Ridge Golf Course,Cato,NY,9,Public
10496,Catskill Golf Club,Catskill,NY,18,Public
10497,Indian Head Golf Course,Cayuga,NY,9,Public
10498,Cazenovia Country Club,Cazenovia,NY,18,Private
10499,Cazenovia Golf Club,Cazenovia,NY,18,
10500,Heatherwood Golf Club,Centereach,NY,18,Public
10501,Gull Haven Golf Club,Central Islip,NY,9,Municipal
10502,The Club At Caughdenoy Creek,Central Square,NY,18,Public
10503,Riverside Country Club,Central Square,NY,18,Public
10504,The Falkirk Golf Club,Central Valley,NY,18,Public
10505,Rolling Hills Golf Course,Chaffee,NY,9,Public
10506,North Country Golf Club,Champlain,NY,18,Public
10507,Bay Breeze Golf Links,Chaumont,NY,18,Public
10508,Cedar View Golf Course,Chaumont,NY,18,Public
10509,Chautauqua Golf Club,Chautauqua,NY,36,Public
10510,Diamond Hawk Golf Course,Cheektowaga,NY,18,Public
10511,Chenango Commons Golf Course,Chenango Bridge,NY,9,Public
10512,Chenango Valley State Park Golf Course,Chenango Forks,NY,18,Municipal
10513,Green Mansions Golf Club,Chestertown,NY,9,Public
10514,Skyridge Golf Course,Chittenango,NY,9,Public
10515,Woodcrest Golf Club,Chittenango,NY,18,Public
10516,Churchville Park Golf Course,Churchville,NY,54,Municipal
10517,Mill Creek Golf Club,Churchville,NY,27,Public
10518,Lake Shore Yacht & Country Club,Cicero,NY,18,
10519,Northern Pines Golf Club,Cicero,NY,18,Public
10520,Knickerbocker Country Club,Cincinnatus,NY,18,Public
10521,Greenwood Golf Course,Clarence Center,NY,9,Public
10522,Brookfield Country Club,Clarence,NY,18,Private
10523,Pine Meadows Greens Inc,Clarence,NY,9,Public
10524,Columbia Golf & Country Club,Claverack,NY,18,Private
10525,C Way Golf Club,Clayton,NY,18,Public
10526,L A  Golf Club Inc,Clayton,NY,9,Public
10527,Clayton Country Club,Clayton,NY,9,Public
10528,Cedar Lake Club,Clayville,NY,18,Private
10529,North Shore Golf Course,Cleveland,NY,18,Public
10530,Eagle Crest Golf Club,Clifton Park,NY,18,Public
10531,Clifton Knolls Executive Golf Course,Clifton Park,NY,9,Public
10532,Van Patten Golf Club,Clifton Park,NY,54,Public
10533,Clifton Springs Country Club,Clifton Springs,NY,18,Private
10534,Skenandoa Club Of Clinton,Clinton,NY,18,Private
10535,Hamilton College Golf Course,Clinton,NY,9,
10536,Birdies Eagles & Ducks Golf Course,Clinton,NY,9,Public
10537,Cobleskill Golf & Country Club,Cobleskill,NY,18,Public
10538,Van Schaick Island Country Club,Cohoes,NY,9,Private
10539,Cold Spring Country Club,Cold Spring Harbor,NY,18,Private
10540,Holland Hills Country Club,Colden,NY,18,Public
10541,Gowanda Country Club,Collins,NY,18,Private
10542,Hamlet Golf & Country Club,Commack,NY,18,
10543,Conesus Golf Club,Conesus,NY,18,Public
10544,Rockland Lake Golf Course,Congers,NY,36,Municipal
10545,Conklin Players Club,Conklin,NY,18,Public
10546,Leatherstocking Golf Course,Cooperstown,NY,18,Public
10547,Undermountain Golf Course,Copake,NY,9,Public
10548,Carlowden Country Club,Copenhagen,NY,18,Public
10549,Bretton Woods Country Club,Coram,NY,9,Private
10550,Pine Ridge Golf Club,Coram,NY,18,Public
10551,Corning Country Club,Corning,NY,18,Private
10552,Storm King Golf Club,Cornwall,NY,18,Private
10553,Cortland Country Club,Cortland,NY,18,Private
10554,Elm Tree Golf Course,Cortland,NY,18,Public
10555,Walden Oaks Country Club,Cortland,NY,18,Public
10556,Willowbrook Golf Club,Cortland,NY,27,Public
10557,Hollow Brook Golf Course,Cortlandt Manor,NY,18,
10558,Ironwood Golf Course,Cowlesville,NY,18,Public
10559,Copake Country Club,Craryville,NY,18,Public
10560,Hudson National Golf Club,Croton On Hudson,NY,18,Private
10561,Water Way Hills Golf Course,Cuba,NY,18,Public
10562,Allegany Hills Golf Course,Cuba,NY,18,Public
10563,North Fork Country Club,Cutchogue,NY,18,Private
10564,Cedars Golf Club,Cutchogue,NY,9,Public
10565,Brae Burn,Dansville,NY,18,Public
10566,Chestnut Hill Country Club,Darien Center,NY,18,Public
10567,Apple Creek Country Club,De Ruyter,NY,9,Public
10568,SUNY Delhi College Golf Course,Delhi,NY,18,Public
10569,Normanside Country Club,Delmar,NY,18,Private
10570,Delphi Falls Golf Course,Delphi Falls,NY,18,
10571,Scotts Golf Courses,Deposit,NY,18,Public
10572,Chautaugua Point Golf Club,Dewittville,NY,9,Public
10573,Rustic Golf & Country Club Inc,Dexter,NY,9,Public
10574,Dix Hills Park Golf Course,Dix Hills,NY,9,Municipal
10575,Dix Hills Country Club,Dix Hills,NY,18,Public
10576,Dryden Lake Golf Club,Dryden,NY,9,Public
10577,Briar Creek Golf Course,Duanesburg,NY,18,Public
10578,Shorewood Country Club,Dunkirk,NY,18,Private
10579,Foster Ponds Golf Course,Durhamville,NY,18,Public
10580,Transit Valley Country Club,East Amherst,NY,18,Private
10581,Glen Oak Golf Course,East Amherst,NY,18,Public
10582,Crag Burn Golf Club,East Aurora,NY,18,Private
10583,East Aurora Country Club,East Aurora,NY,18,
10584,Bethany Hills Golf Course,East Bethany,NY,18,Public
10585,Concord Crest Golf Course,East Concord,NY,18,Public
10586,Maidstone Club,East Hampton,NY,36,Private
10587,East Hampton Golf Club,East Hampton,NY,18,
10588,Eisenhower Park Golf Course,East Meadow,NY,54,Municipal
10589,Pine Hollow Country Club,East Norwich,NY,18,Private
10590,Muttontown Golf & Country Club,East Norwich,NY,18,Private
10591,Bay Park Golf Course,East Rockaway,NY,9,Municipal
10592,St George's Golf & Country Club,East Setauket,NY,18,Private
10593,Arrowhead Golf Course Inc.,East Syracuse,NY,36,Public
10594,The Links at Erie Village,East Syracuse,NY,18,Public
10595,Wa Noa Golf Club,East Syracuse,NY,18,Public
10596,Wheatley Hills Golf Club,East Williston,NY,18,Private
10597,Lake Isle Town Park,Eastchester,NY,18,Municipal
10598,Leewood Golf Club,Eastchester,NY,18,Private
10599,Eden Valley Golf Course,Eden,NY,18,Public
10600,Heartland Golf Park,Edgewood,NY,9,Public
10601,Millstone Golf Course,Elbridge,NY,18,Public
10602,Cobble Hill Golf Course,Elizabethtown,NY,9,Municipal
10603,Nevele Grande Country Club,Ellenville,NY,18,Public
10604,Shawangunk Country Club,Ellenville,NY,9,Public
10605,Fallsview Golf Course At Honor's Haven,Ellenville,NY,9,Public
10606,Holiday Valley Resort,Ellicottville,NY,18,Public
10607,Elma Meadows Golf Club,Elma,NY,18,Municipal
10608,Mark Twain Golf Course,Elmira Heights,NY,18,Municipal
10609,Elmira Country Club,Elmira,NY,18,Private
10610,Knollwood Country Club,Elmsford,NY,18,Private
10611,En Joie Golf Course,Endicott,NY,18,Municipal
10612,Binghamton Country Club,Endwell,NY,18,Private
10613,Endwell Greens Golf Club,Endwell,NY,18,Public
10614,Island Valley Golf Course,Fairport,NY,9,Public
10615,The Lodge At Woodcliff,Fairport,NY,9,Public
10616,Eagle Vale Golf Course Inc,Fairport,NY,18,Public
10617,Perinton Golf & Country Club,Fairport,NY,18,Public
10618,Breezewood Golf Links,Falconer,NY,18,Public
10619,Bethpage State Park Golf Course,Farmingdale,NY,90,Municipal
10620,Colonial Springs Golf Course,Farmingdale,NY,36,
10621,Onondaga Golf & Country Club,Fayetteville,NY,18,
10622,Lyndon Golf Course,Fayetteville,NY,18,Public
10623,Green Lakes Golf Course,Fayettville,NY,18,Municipal
10624,Peek'n'Peak Golf Course,Findley Lake,NY,36,Public
10625,Hay Harbor Club,Fishers Island,NY,9,Private
10626,Fishers Island Club,Fishers Island,NY,18,Private
10627,Fishkill Golf Course & Driving Range,Fishkill,NY,9,Public
10628,Towers Country Club,Floral Park,NY,18,
10629,Flushing Meadows Pitch & Putt,Flushing,NY,18,Municipal
10630,Kissena Park Golf Course,Flushing,NY,18,Municipal
10631,Bear Creek Lodge Golf Course,Forestport,NY,9,Private
10632,Tri County Country Club,Forestville,NY,18,Public
10633,Tee BirdNorth  Golf Club,Fort Edward,NY,27,Public
10634,Wedgewood Golf Club,Fort Edward,NY,9,Public
10635,Rolling Hills Country Club,Fort Johnson,NY,18,Public
10636,Pine Hills Golf Course,Frankfort,NY,18,Public
10637,Maple Crest Golf Course,Frankfort,NY,9,Public
10638,Ouleout Golf Course,Franklin,NY,18,Public
10639,Ischua Valley Country Club,Franklinville,NY,9,Public
10640,Hillview Golf Course,Fredonia,NY,18,Public
10641,Thunderhart Golf Course,Freehold,NY,18,Public
10642,Serenity Hill Golf Course,Friendship,NY,9,Public
10643,Battle Island State Park Golf Course,Fulton,NY,18,Municipal
10644,Emerald Crest Golf Course,Fulton,NY,18,Public
10645,Galway Golf Course,Galway,NY,9,Public
10646,Airway Meadows Golf Course,Gansevoort,NY,18,Public
10647,McGregor Links Country Club,Gansevoort,NY,18,Public
10648,Garden City Country Club,Garden City,NY,18,Private
10649,Cherry Valley Club,Garden City,NY,18,Private
10650,Garden City Golf Club,Garden City,NY,18,Private
10651,Garrison Golf Club,Garrison,NY,18,Public
10652,Highlands Country Club,Garrison,NY,9,Public
10653,Livingston Country Club,Geneseo,NY,18,Public
10654,Geneva Country Club,Geneva,NY,9,Private
10655,Seneca Lake Country Club,Geneva,NY,18,Public
10656,Big Oak Public Golf Course,Geneva,NY,18,Public
10657,Meadowgreens Golf Course,Ghent,NY,9,Public
10658,Glen Cove Golf Course,Glen Cove,NY,18,Municipal
10659,Nassau Country Club,Glen Cove,NY,18,Private
10660,Glen Head Country Club,Glen Head,NY,18,Private
10661,Brookville Country Club,Glen Head,NY,18,Private
10662,Tam O'Shanter Golf Club Inc,Glen Head,NY,18,Private
10663,North Shore Country Club,Glen Head,NY,18,
10664,Cedar Brook Club Inc,Glen Head,NY,18,
10665,Colonial Acres Golf Course,Glenmont,NY,9,Public
10666,Sunnyside Par 3 Golf Course,Glens Falls,NY,9,Public
10667,Pine Brook Golf Club,Gloversville,NY,9,
10668,Kingsboro Golf Club,Gloversville,NY,9,Public
10669,Holland Meadows Golf Course,Gloversville,NY,18,Public
10670,Gouverneur Country Club,Gouverneur,NY,9,Public
10671,Emerald Green,Gouverneur,NY,9,Public
10672,Beaver Island State Park Golf Course,Grand Island,NY,18,Municipal
10673,River Oaks Golf Club,Grand Island,NY,18,
10674,Fresh Meadow Country Club,Great Neck,NY,18,Private
10675,Lake Success Village Golf Course,Great Neck,NY,18,Public
10676,Timber Point Golf Course,Great River,NY,54,Municipal
10677,Genegantslet Golf Club,Greene,NY,18,Public
10678,Islands End Golf & Country Club Inc,Greenport,NY,18,Public
10679,Rainbow Golf Club,Greenville,NY,18,Public
10680,Sunny Hill Golf Course,Greenville,NY,18,Public
10681,Windy Hills Golf Course,Greenwich,NY,18,Public
10682,Battenkill Country Club,Greenwich,NY,9,Public
10683,Stonehedges Country Club,Groton,NY,18,Public
10684,Western Turnpike Golf Course,Guilderland,NY,36,Municipal
10685,Pinehaven Country Club,Guilderland,NY,18,
10686,Hiawatha Trails Exec. Course,Guilderland,NY,18,Public
10687,Bend Of The River Golf Course,Hadley,NY,9,Public
10688,Hamburg Town Golf Course,Hamburg,NY,18,Municipal
10689,Wanakah Country Club,Hamburg,NY,18,
10690,Brierwood Country Club,Hamburg,NY,18,
10691,South Shore Country Club,Hamburg,NY,18,Public
10692,Seven Oaks Golf Club,Hamilton,NY,18,Public
10693,Ozzies Corner Golf Course,Hamlin,NY,18,Public
10694,Hancock Golf Course,Hancock,NY,9,Public
10695,French Woods Golf & Country Club,Hancock,NY,18,Public
10696,Belden Hill Golf Course,Harpursville,NY,18,Public
10697,Willow Ridge Country Club,Harrison,NY,18,Private
10698,Pole Valley Players Club,Hartford,NY,18,Public
10699,Scarsdale Golf Club,Hartsdale,NY,18,Private
10700,St Andrews Country Club,Hastings On Hudson,NY,18,Private
10701,Hamlet Wind Watch Golf Course,Hauppauge,NY,18,Public
10702,Hempstead Golf Club,Hempstead,NY,18,
10703,Executive South Family Golf Center,Henrietta,NY,9,Public
10704,Holland Heights Golf Course,Herkimer,NY,9,Public
10705,Seawane Club,Hewlett,NY,18,Private
10706,Cantiague Park Golf Course,Hicksville,NY,9,Municipal
10707,Stone Dock Golf Course,High Falls,NY,9,Public
10708,Apple Greens Golf Course,Highland,NY,54,Public
10709,Holbrook Country Club Golf Course,Holbrook,NY,18,Municipal
10710,Hickory Ridge Golf & Country Club,Holley,NY,18,Public
10711,Hoosick Falls Country Club,Hoosick Falls,NY,9,Public
10712,Trump National Golf Club Hudson Valley,Hopewell Junction,NY,18,
10713,Dogwood Knolls Golf Course,Hopewell Junction,NY,9,Public
10714,Beekman Country Club LLC,Hopewell Junction,NY,27,Public
10715,Hornell Country Club,Hornell,NY,9,Public
10716,Twin Hickory Golf Club Inc,Hornell,NY,18,Public
10717,Soaring Eagles Golf Course/Mark Twain State Park,Horseheads,NY,18,Municipal
10718,Kingswood Golf Club,Hudson Falls,NY,18,Public
10719,Hulett's Golf Course,Huletts Landing,NY,9,Public
10720,Huntington Country Club,Huntington,NY,18,Private
10721,Huntington Crescent Club,Huntington,NY,18,Private
10722,Doty's Golf Course,Ilion,NY,9,Public
10723,Wakely Lodge Golf Course,Indian Lake,NY,9,Public
10724,Cedar River Golf Course,Indian Lake,NY,9,Public
10725,Inlet Golf Club,Inlet,NY,18,Public
10726,Inwood Country Club,Inwood,NY,18,Private
10727,Rose Brook Golf Course,Irving,NY,18,Public
10728,Newman Municipal Golf Course,Ithaca,NY,9,Municipal
10729,Country Club of Ithaca,Ithaca,NY,18,Private
10730,Robert Trent Jones Golf Course At Cornell Universi,Ithaca,NY,18,
10731,Hillendale Golf Course,Ithaca,NY,18,Public
