id,name,city,state,holes,access
9906,Buena Vista Country Club,Buena,NJ,18,Public
9907,Latona Country Club,Buena,NJ,9,Public
9908,Green Brook Country Club,Caldwell,NJ,18,Private
9909,Wildwood Golf & Country Club,Cape May Court House,NJ,18,
9910,Stone Harbor Golf Club,Cape May Court House,NJ,18,
9911,Avalon Country Club,Cape May Court House,NJ,18,Public
9912,Sand Barrens Golf Club,Cape May Court House,NJ,54,Public
9913,Pines At Clermont,Cape May Court House,NJ,9,Public
9914,Laguna Oaks Golf Course,Cape May Court House,NJ,9,Public
9915,Sakima Country Club,Carneys Point,NJ,9,Private
9916,Fairmount Country Club,Chatham,NJ,18,Private
9917,Merchantville Country Club,Cherry Hill,NJ,9,Private
9918,Woodcrest Country Club,Cherry Hill,NJ,18,Private
9919,Oak Ridge Golf Course,Clark,NJ,18,Municipal
9920,Hyatt Hills Golf Course,Clark,NJ,9,Public
9921,Upper Montclair Country Club,Clifton,NJ,45,Private
9922,Blue Heron Pines Golf Club,Cologne,NJ,18,Public
9923,Colonia Country Club,Colonia,NJ,18,Private
9924,Hominy Hill Golf Course,Colts Neck,NJ,18,Municipal
9925,Due Process Stable,Colts Neck,NJ,18,
9926,Trump National Golf Club,Colts Neck,NJ,27,
9927,Colts Neck Golf Club,Colts Neck,NJ,18,Public
9928,Pebble Creek Golf Club,Colts Neck,NJ,18,Public
9929,Olde York Country Club,Columbus,NJ,18,
9930,Concordia Golf Club,Cranbury,NJ,18,Private
9931,Clearbrook Golf Club,Cranbury,NJ,9,Public
9932,Cream Ridge Golf Club,Cream Ridge,NJ,18,Public
9933,Gambler Ridge Golf Club,Cream Ridge,NJ,18,Public
9934,Hollywood Golf Club,Deal,NJ,18,Private
9935,Deal Golf Country Club,Deal,NJ,18,Private
9936,Alpine Country Club,Demarest,NJ,18,Private
9937,Rockaway River Country Club,Denville,NJ,18,Private
9938,Peace Pipe Country Club,Denville,NJ,9,
9939,Tamarack Golf Course,East Brunswick,NJ,36,Municipal
9940,Old Orchard Country Club,Eatontown,NJ,18,Public
9941,Plainfield Country Club,Edison,NJ,27,Private
9942,Metuchen Golf & Country Club,Edison,NJ,18,Private
9943,Vineyard Golf At the Renault Winery,Egg Harbor City,NJ,18,Public
9944,Green Tree Golf Course,Egg Harbor Township,NJ,18,Municipal
9945,Hidden Creek Golf Club,Egg Harbor Township,NJ,18,
9946,Ballamor Golf Club,Egg Harbor Township,NJ,18,Public
9947,Twisted Dune Golf Club,Egg Harbor Township,NJ,18,Public
9948,Harbor Pines Golf Club,Egg Harbor Township,NJ,18,Public
9949,McCullough's Emerald Golf Links,Egg Harbor Township,NJ,18,Public
9950,Centerton Golf Club,Elmer,NJ,18,Public
9951,Running Deer Golf Club,Elmer,NJ,18,Public
9952,Emerson Golf Club,Emerson,NJ,18,Public
9953,Pine Brook Golf Course,Englishtown,NJ,18,Municipal
9954,Hole in One Golf Center,Englishtown,NJ,9,Public
9955,Cape May National Golf Club,Erma,NJ,18,Public
9956,Essex Fells Country Club,Essex Fells,NJ,18,Private
9957,Cohanzick Country Club,Fairton,NJ,18,Public
9958,Howell Park Golf Course,Farmingdale,NJ,18,Municipal
9959,Spring Meadow Golf Course,Farmingdale,NJ,18,Municipal
9960,Eagle Oaks Golf Club,Farmingdale,NJ,18,
9961,Cruz Golf Country Club,Farmingdale,NJ,18,Public
9962,Flanders Valley Golf Course,Flanders,NJ,36,Municipal
9963,Copper Hill Country Club,Flemington,NJ,18,Private
9964,Pinch Brook Golf Club,Florham Park,NJ,18,Municipal
9965,Brooklake Country Club,Florham Park,NJ,18,
9966,Fountain Green Golf Course,Fort Dix,NJ,18,
9967,Sun Eagle's Golf Course At Fort Monmouth,Fort Monmouth,NJ,18,Public
9968,High Mountain Golf Course,Franklin Lakes,NJ,18,Public
9969,Walkill Country Club,Franklin,NJ,9,Private
9970,Black Bear Golf Course,Franklin,NJ,18,Public
9971,Raintree Golf Course,Freehold,NJ,9,
9972,Hamilton Farm Golf Club,Gladstone,NJ,36,
9973,Glen Ridge Country Club,Glen Ridge,NJ,18,Private
9974,Minebrook Golf Club,Hackettstown,NJ,18,Public
9975,Tavistock Country Club,Haddonfield,NJ,18,Private
9976,Hidden Acres Golf Course,Hainsville,NJ,9,Public
9977,Wild Turkey Golf Club,Hamburg,NJ,18,Public
9978,Crystal Springs Golf Club,Hamburg,NJ,54,Public
9979,Crystal Springs Resort,Hamburg,NJ,18,Public
9980,Frog Rock Country Club,Hammonton,NJ,18,Public
9981,White Beeches Golf & Country Club,Haworth,NJ,18,Private
9982,Haworth Country Club,Haworth,NJ,18,
9983,High Bridge Hills Golf Club,High Bridge,NJ,18,Municipal
9984,Peddie School Golf Course,Hightstown,NJ,18,
9985,Royce Brook Golf Club,Hillsborough,NJ,36,Public
9986,Hopewell Valley Golf Club,Hopewell,NJ,18,Private
9987,Stony Brook Golf Course,Hopewell,NJ,18,Public
9988,Metedeconk National Golf Club,Jackson,NJ,54,Private
9989,Westlake Golf and Country Club,Jackson,NJ,18,
9990,Pine Barrens Golf Club,Jackson,NJ,18,
9991,Greenbriar At Whittingham Golf Course,Jamesburg,NJ,9,Private
9992,Liberty National Golf Course,Jersey City,NJ,18,Private
9993,Galloping Hill Golf Course,Kenilworth,NJ,36,Municipal
9994,Farmstead Golf & Country Club,Lafayette,NJ,45,Public
9995,Knoll East Country Club,Lake Hiawatha,NJ,18,Municipal
9996,Leisure Village West Assoc.,Lakehurst,NJ,18,Private
9997,Pine Ridge Golf Course,Lakehurst,NJ,9,
9998,Leisure Village Golf Course,Lakewood,NJ,9,Private
9999,Leisure Village East,Lakewood,NJ,9,Private
10000,Woodlake Country Club,Lakewood,NJ,18,
10001,Four Seasons Spa & Country Club,Lakewood,NJ,9,
10002,Lakewood Country Club,Lakewood,NJ,18,Public
10003,Eagle Ridge Golf Club,Lakewood,NJ,45,Public
10004,Greenacres Country Club,Lawrenceville,NJ,18,Private
10005,Lawrenceville School Golf Club,Lawrenceville,NJ,9,
10006,Deer Run Golf Course,Lincoln Park,NJ,9,
10007,Twin Willows Par 3 Golf Course,Lincoln Park,NJ,9,Public
10008,Meadows Golf Club,Lincoln Park,NJ,18,Public
10009,Bamm Hollow Country Club,Lincroft,NJ,45,
10010,Linwood Country Club,Linwood,NJ,18,
10011,Ocean County Golf Course At Atlantis,Little Egg Harbor Twp,NJ,18,Municipal
10012,Cedar Hill Golf & Country Club,Livingston,NJ,18,Private
10013,Golden Pheasant Country Club,Lumberton,NJ,18,Public
10014,Coakley Russo Memorial Golf Course,Lyons,NJ,9,Municipal
10015,Madison Golf Club,Madison,NJ,9,Private
10016,Darlington Golf Course & DR,Mahwah,NJ,18,Municipal
10017,Apple Ridge Country Club,Mahwah,NJ,18,
10018,Ocean Acres Country Club,Manahawkin,NJ,18,Public
10019,Charleston Springs Golf Course,Manalapan,NJ,36,Municipal
10020,Knob Hill Golf Club,Manalapan,NJ,18,Public
10021,Renaissance Golf Club,Manchester,NJ,18,Private
10022,Maplewood Country Club,Maplewood,NJ,18,Private
10023,Bella Vista Country Club,Marlboro,NJ,18,
10024,Indian Spring Country Club,Marlton,NJ,18,Municipal
10025,Little Mill Country Club,Marlton,NJ,45,
10026,Links Golf Club,Marlton,NJ,18,
10027,B.L. England Golf Course,Marmora,NJ,9,Public
10028,Victor's Par 3 Golf Course,Mays Landing,NJ,18,Public
10029,Hamilton Trails Golf Course,Mays Landing,NJ,9,Public
10030,Mays Landing Golf & Country Club,Mays Landing,NJ,18,Public
10031,Falcon Creek Golf Course,Mc Guire Afb,NJ,18,
10032,Great Gorge Country Club,McAfee,NJ,54,Public
10033,Medford Lakes Country Club,Medford Lakes,NJ,18,Private
10034,Medford Village Country Club,Medford,NJ,18,
10035,Roxiticus Golf Club,Mendham,NJ,18,Private
10036,Mendham Golf & Tennis Club,Mendham,NJ,18,Private
10037,Navesink Country Club,Middletown,NJ,18,
10038,Oak Hill Golf Club,Milford,NJ,18,Private
10039,Rossmoor Golf Club,Monroe Township,NJ,18,Private
10040,Forsgate Country Club,Monroe Township,NJ,36,
10041,Regency At Monroe Golf and Country Club,Monroe Township,NJ,9,
10042,Highpoint Country Club,Montague,NJ,18,Public
10043,Moorestown Field Club,Moorestown,NJ,9,Private
10044,Willowbrook Country Club,Moorestown,NJ,18,Public
10045,Spring Brook Country Club,Morristown,NJ,18,Private
10046,Morris County Golf Club,Morristown,NJ,18,Private
10047,Burlington Country Club,Mount Holly,NJ,18,Private
10048,Springfield Golf Center,Mount Holly,NJ,18,Public
10049,Laurel Creek Country Club,Mount Laurel,NJ,18,Private
10050,Ramblewood Country Club,Mount Laurel,NJ,54,Public
10051,Mt Tabor Country Club,Mt Tabor,NJ,9,Private
10052,Shark River Golf Course,Neptune,NJ,18,Municipal
10053,Jumping Brook Country Club,Neptune,NJ,18,
10054,Neshanic Valley Golf Course,Neshanic Station,NJ,72,Municipal
10055,Hillsborough Country Club,Neshanic Station,NJ,18,Public
10056,Weequahic Park Golf Course,Newark,NJ,18,Municipal
10057,White Oaks Country Club,Newfield,NJ,18,Public
10058,Newton Country Club,Newton,NJ,18,Private
10059,Rolling Greens Golf Club,Newton,NJ,18,Public
10060,Bear Brook Golf Club,Newton,NJ,18,Public
10061,Atlantic City Country Club,Northfield,NJ,18,Public
10062,Berkshire Valley Golf Course,Oak Ridge,NJ,18,Municipal
10063,Bowling Green Golf Club,Oak Ridge,NJ,18,Public
10064,Ocean City Muni Golf Course,Ocean City,NJ,9,Municipal
10065,Shore Gate Golf Club,Ocean View,NJ,18,Public
10066,Heritage Links Golf Club,Ocean View,NJ,9,Public
10067,Colonial Terrace Golf Course,Ocean,NJ,9,Municipal
10068,Glenwood Country Club,Old Bridge,NJ,18,
10069,Old Tappan Golf Course,Old Tappan,NJ,9,Private
10070,Hackensack Golf Club,Oradell,NJ,18,Private
10071,Orchard Hills Golf Course,Paramus,NJ,9,Municipal
10072,Paramus Golf Club,Paramus,NJ,18,Municipal
10073,Arcola Country Club,Paramus,NJ,18,Private
10074,The Ridgewood Country Club,Paramus,NJ,45,Private
10075,Knoll West Country Club,Parsippany,NJ,18,Municipal
10076,Pennsauken Country Club,Pennsauken,NJ,18,Municipal
10077,Harkers Hollow Golf Club,Phillipsburg,NJ,18,Private
10078,The Architects Golf Club,Phillipsburg,NJ,18,Public
10079,Picatinny Arsenal Golf Course,Picatinny Arsenal,NJ,18,
10080,Trump National Golf Club,Pine Hill,NJ,18,Public
10081,Pine Valley Golf Club,Pine Valley,NJ,27,Private
10082,Raritan Landing Golf Course,Piscataway,NJ,18,Municipal
10083,Rutgers University Golf Course,Piscataway,NJ,18,Public
10084,Fairway Golf Center,Piscataway,NJ,9,Public
10085,Meadows At Middlesex,Plainsboro,NJ,18,Municipal
10086,Pomona Golf & Country Club,Pomona,NJ,9,Public
10087,Sunset Valley Golf Course,Pompton Plains,NJ,18,Municipal
10088,Mercer Oaks Golf Course,Princeton Junction,NJ,36,Municipal
10089,Princeton Golf Course,Princeton,NJ,18,Municipal
10090,TPC At Jasna Polana,Princeton,NJ,18,
10091,Springdale Golf Club,Princeton,NJ,18,
10092,Bunker Hill Golf Club,Princeton,NJ,18,Public
10093,Ramsey Golf & Country Club,Ramsey,NJ,18,Private
10094,Shadow Lake Village,Red Bank,NJ,9,Private
10095,Heron Glen Golf Course,Ringoes,NJ,18,Municipal
10096,The Ridge At Back Brook,Ringoes,NJ,18,
10097,Cape May Par 3 and Driving Range,Rio Grande,NJ,18,Public
10098,The Riverton Country Club,Riverton,NJ,18,Private
10099,Valley Brook Golf Club,Rivervale,NJ,18,Municipal
10100,Edgewood Country Club,Rivervale,NJ,36,Private
10101,River Vale Country Club,Rivervale,NJ,18,Public
10102,Miry Run Country Club,Robbinsville,NJ,18,Public
10103,Green Pond Golf Course,Rockaway,NJ,9,Public
10104,Rockleigh Golf Course,Rockleigh,NJ,27,Municipal
10105,Fernwood Country Club,Roseland,NJ,18,Public
10106,Roselle Golf Club,Roselle,NJ,9,Private
10107,Rumson Country Club,Rumson,NJ,18,
10108,Wild Oaks Golf Club,Salem,NJ,54,Public
10109,Ash Brook Golf Course,Scotch Plains,NJ,27,Municipal
10110,Scotch Hills Country Club,Scotch Plains,NJ,9,Municipal
10111,Shackamaxon Golf & Country Club,Scotch Plains,NJ,18,Private
10112,Pitman Golf Course,Sewell,NJ,18,Municipal
10113,Millburn Municipal Golf Course,Short Hills,NJ,9,Municipal
10114,East Orange Golf Course,Short Hills,NJ,18,Public
10115,Freeway Golf Course,Sicklerville,NJ,18,Public
10116,Bedens Brook Club,Skillman,NJ,18,Private
10117,Cherry Valley Country Club,Skillman,NJ,18,Private
10118,Greate Bay Golf Club,Somers Point,NJ,18,
10119,Spooky Brook Golf Course,Somerset,NJ,18,Municipal
10120,Quailbrook Golf Course,Somerset,NJ,18,Municipal
10121,Tara Greens Golf Center,Somerset,NJ,18,Public
10122,Fox Hollow Golf Club,Somerville,NJ,18,
10123,Lake Mohawk Golf Club,Sparta,NJ,18,Private
10124,Sky View Golf Club,Sparta,NJ,18,Public
10125,Spring Lake Golf Club,Spring Lake Heights,NJ,18,Private
10126,Fairway Mews Golf Club,Spring Lake,NJ,18,Private
10127,Baltusrol Golf Club,Springfield,NJ,36,Private
10128,Lake Lackawanna Golf Course,Stanhope,NJ,9,Public
10129,Summit Municipal Golf Course,Summit,NJ,9,Municipal
10130,Canoe Brook Country Club,Summit,NJ,45,Private
10131,Overpeck Golf Course,Teaneck,NJ,18,Municipal
10132,Knickerbocker Country Club,Tenafly,NJ,18,Private
10133,Battleground Country Club,Tennent,NJ,18,
10134,Twin Brook Golf Center,Tinton Falls,NJ,18,Public
10135,Bey Lea Golf Course,Toms River,NJ,18,Municipal
10136,Toms River Country Club,Toms River,NJ,9,Private
10137,Greenbriar Woodlands,Toms River,NJ,18,
10138,Sea Oaks Golf Club,Tuckerton,NJ,18,Public
10139,Washington Township Municipal Course,Turnersville,NJ,9,Municipal
10140,Wedgwood Country Club,Turnersville,NJ,18,Public
10141,Suburban Golf Club,Union,NJ,18,Private
10142,Minerals Golf Club,Vernon,NJ,9,Public
10143,Eastlyn Golf Course,Vineland,NJ,18,Public
10144,Kresson Golf Course,Voorhees,NJ,18,Public
10145,Bel Aire Golf Club,Wall,NJ,36,Municipal
10146,Greenbriar At Ocean Aire Golf and Country Club,Waretown,NJ,18,
10147,Warren Brook Golf Course,Warren,NJ,18,Municipal
10148,Hawk Pointe Golf Course,Washington,NJ,18,
10149,Fairway Valley Golf Club,Washington,NJ,9,Public
10150,Twin Brooks Country Club,Watchung,NJ,18,
10151,Passaic County Golf Course,Wayne,NJ,36,Municipal
10152,Packanack Golf Club,Wayne,NJ,9,Private
10153,Preakness Hills Country Club,Wayne,NJ,18,Private
10154,North Jersey Country Club,Wayne,NJ,18,Private
10155,Mountain Ridge Country Club,West Caldwell,NJ,18,Private
10156,RiverWinds Golf Course,West Deptford,NJ,18,Public
10157,Francis A. Byrne Golf Course,West Orange,NJ,18,Municipal
10158,Crestmont Country Club,West Orange,NJ,18,Private
10159,Rock Spring Club,West Orange,NJ,18,Private
10160,Essex County Country Club,West Orange,NJ,18,Private
10161,Montclair Golf Club,West Orange,NJ,54,Private
10162,Mountain View Golf Course,West Trenton,NJ,18,Municipal
10163,Trenton Country Club,West Trenton,NJ,18,Private
10164,Cranbury Golf Club,West Windsor,NJ,18,Public
10165,Deerwood Country Club,Westampton,NJ,18,
10166,Echo Lake Country Club,Westfield,NJ,18,Private
10167,Stanton Ridge Golf & Country Club,Whitehouse Station,NJ,18,
10168,Scotland Run Golf Club,Williamstown,NJ,18,Public
10169,Rancocas Golf Club,Willingboro,NJ,18,Public
10170,Pinelands Golf Club,Winslow,NJ,18,Public
10171,Woodbury Country Club,Woodbury,NJ,9,Private
10172,Westwood Golf Club,Woodbury,NJ,18,Public
10173,Town & Country Golf Links,Woodstown,NJ,18,Public
10174,Beckett Country Club,Woolwich Township,NJ,45,Public
10175,Hanover Golf Club,Wrightstown,NJ,18,Public
10176,Desert Lakes Golf Course,Alamogordo,NM,18,Municipal
10177,Ladera Golf Course,Albuquerque,NM,27,Municipal
10178,Puerto Del Sol Golf Course,Albuquerque,NM,9,Municipal
10179,Arroyo Del Oso Golf Course,Albuquerque,NM,27,Municipal
10180,Los Altos Golf Course,Albuquerque,NM,27,Municipal
10181,Albuquerque Country Club,Albuquerque,NM,18,Private
10182,Four Hills Country Club,Albuquerque,NM,18,Private
10183,Tanoan Country Club,Albuquerque,NM,27,
10184,Desert Greens Golf Course,Albuquerque,NM,18,Public
10185,Isleta Eagle Golf Course,Albuquerque,NM,54,Public
10186,Championship Golf Course At University of New Mexi,Albuquerque,NM,18,Public
10187,University of New Mexico North Course,Albuquerque,NM,9,Public
10188,Sandia Golf Club,Albuquerque,NM,18,Public
10189,Alto Lakes Golf & Country Club,Alto,NM,18,Private
10190,Kokopelli Club,Alto,NM,18,Private
10191,Outlaw Club At Lincoln Hill,Alto,NM,18,Private
10192,The Golf Club At Rainmakers,Alto,NM,18,Private
10193,Angel Fire Resort Country Club,Angel Fire,NM,18,Public
10194,Anthony Country Club,Anthony,NM,9,
10195,Dos Lagos Golf Club,Anthony,NM,18,Public
10196,Artesia Country Club,Artesia,NM,18,Private
10197,Hidden Valley Country Club,Aztec,NM,18,Public
10198,Tierra Del Sol Golf Course,Belen,NM,18,Public
10199,Santa Ana Golf Club,Bernalillo,NM,54,Public
10200,Twin Warriors Golf Club,Bernalillo,NM,18,Public
10201,Whispering Winds Golf Club,Cannon Afb,NM,18,Public
10202,Lake Carlsbad Golf Course,Carlsbad,NM,27,Municipal
10203,Riverside Country Club,Carlsbad,NM,18,
10204,Valle Del Sol Golf Course,Carrizozo,NM,9,Public
10205,Clayton Golf Club,Clayton,NM,9,Public
10206,The Lodge Golf Course,Cloudcroft,NM,9,Public
10207,Ponderosa Pines Golf Course,Cloudcroft,NM,9,Public
10208,Clovis Municipal Golf Course,Clovis,NM,18,Municipal
10209,Chaparral Country Club,Clovis,NM,18,Public
10210,Pueblo De Cochiti Golf Course,Cochiti Lake,NM,18,Public
10211,Rio Mimbres Country Club,Deming,NM,18,Public
10212,Sierra Del Rio Golf Club,Elephant Butte,NM,18,Public
10213,Black Mesa Golf Club,Espanola,NM,18,Public
10214,Eunice Municipal Golf Course,Eunice,NM,9,Municipal
10215,Civitan Golf Course,Farmington,NM,9,Municipal
10216,Pinon Hills Golf Course,Farmington,NM,18,Municipal
10217,San Juan Country Club,Farmington,NM,18,Private
10218,Gallup Municipal Golf Course,Gallup,NM,18,Municipal
10219,Coyote del Malpais Golf Course,Grants,NM,18,Municipal
10220,Ocotillo Park Golf Course,Hobbs,NM,18,Municipal
10221,Hobbs Country Club,Hobbs,NM,18,Private
10222,Apache Mesa Golf Course,Holloman Afb,NM,9,
10223,Jal Country Club,Jal,NM,9,Public
10224,Kirtland Golf Course,Kirtland Afb,NM,18,
10225,Riverview Golf Course,Kirtland,NM,18,Public
10226,Picacho Hills Country Club,Las Cruces,NM,18,
10227,Las Cruces Country Club,Las Cruces,NM,18,
10228,New Mexico St Univ Golf Course,Las Cruces,NM,18,Public
10229,Sonoma Ranch Golf Course,Las Cruces,NM,18,Public
10230,Gene Torres Golf Course,Las Vegas,NM,9,Public
10231,Los Alamos County Golf Course,Los Alamos,NM,18,Municipal
10232,Lovington Country Club,Lovington,NM,18,Private
10233,Inn of the Mountain Gods Resort,Mescalero,NM,18,Public
10234,Zuni Mountain Golf Course,Milan,NM,18,Municipal
10235,Portales Country Club,Portales,NM,9,Private
10236,Taos Country Club,Rancho de Taos,NM,18,Public
10237,Raton Municipal Golf Course,Raton,NM,9,Public
10238,Chamisa Hills Country Club,Rio Rancho,NM,36,
10239,Pendaries Village Community Assoc.,Rociada,NM,18,Public
10240,Spring River Golf Course,Roswell,NM,18,Municipal
10241,Roswell Country Club,Roswell,NM,18,Private
10242,New Mexico Military Institute Golf Course,Roswell,NM,18,Public
10243,Innsbrook Village Country Club,Ruidoso,NM,9,Private
10244,Cree Meadows Country Club,Ruidoso,NM,18,Public
10245,The Links at Sierra Blanca,Ruidoso,NM,18,Public
10246,Paa Ko Ridge Golf Club,Sandia Park,NM,54,Public
10247,Marty Sanchez Links DeSanta Fe,Santa Fe,NM,27,Municipal
10248,Quail Run Golf Course,Santa Fe,NM,9,Private
10249,The Club At Las Campanas,Santa Fe,NM,36,
10250,Towa Golf Resort,Santa Fe,NM,36,Public
10251,Santa Fe Country Club,Santa Fe,NM,18,Public
10252,Santa Rosa Golf Course,Santa Rosa,NM,9,Municipal
10253,Santa Teresa Country Club,Santa Teresa,NM,36,
10254,Silver City Golf Course,Silver City,NM,9,Municipal
10255,New Mexico Tech Golf Course,Socorro,NM,18,Public
10256,El Valle Escondido Golf Course,Taos,NM,9,Public
10257,Timberon Golf Course,Timberon,NM,9,Public
10258,Truth Or Consequence City Golf Course,Truth or Consequences,NM,9,Municipal
10259,Tucumcari Municipal Golf Course,Tucumcari,NM,9,Municipal
10260,Twelve Shores Golf Club,Tucumcari,NM,9,
10261,White Sands Golf Club,White Sands M.R.,NM,9,Public
10262,Mountain View Golf Course,Battle Mountain,NV,9,Municipal
10263,Boulder Creek Golf Club,Boulder City,NV,54,Municipal
10264,Boulder City Municipal Golf Course,Boulder City,NV,18,Municipal
10265,Cascata,Boulder City,NV,18,Public
10266,Eagle Valley Golf Course,Carson City,NV,36,Municipal
10267,The Club At Clear Creek,Carson City,NV,18,Private
10268,Silver Oak Golf Course,Carson City,NV,18,Public
10269,Sun Ridge Golf Course,Carson City,NV,18,Public
10270,Empire Ranch Golf Course,Carson City,NV,54,Public
10271,PGA Village At Coyote Springs,Coyote Springs,NV,18,Public
10272,Dayton Valley Golf Club At Legado,Dayton,NV,18,Public
10273,Ruby View Golf Course,Elko,NV,18,Municipal
10274,White Pine County Golf Course,Ely,NV,18,Municipal
10275,Burning Sands Golf Course,Empire,NV,9,Public
10276,The Golf Course At Fallon,Fallon,NV,9,Public
10277,The Golf Club of Fernley,Fernley,NV,18,Public
10278,Carson Valley Golf Course,Gardnerville,NV,18,Public
10279,Genoa Lakes Golf Resort #1,Genoa,NV,36,Public
10280,Genoa Lakes Golf Resort #2,Genoa,NV,18,Public
10281,Whispering Pines Golf Course,Glenbrook,NV,9,Private
10282,Glenbrook Golf Course,Glenbrook,NV,9,Private
10283,Walker Lake Golf Course,Hawthorne,NV,9,Public
10284,WildHorse Golf Club,Henderson,NV,18,Municipal
10285,Anthem Country Club,Henderson,NV,18,Private
10286,Dragon Ridge Golf & Country Club,Henderson,NV,18,
10287,South Shore At Lake Las Vegas,Henderson,NV,18,
10288,Rio Secco Golf Club,Henderson,NV,18,Public
10289,Revere Golf Club,Henderson,NV,36,Public
10290,The Legacy Golf Club,Henderson,NV,18,Public
10291,Desert Willow Golf Course,Henderson,NV,18,Public
10292,Black Mountain Golf & Country Club,Henderson,NV,54,Public
10293,Tuscany Golf Club,Henderson,NV,18,Public
10294,The Falls Golf Club,Henderson,NV,18,Public
10295,Reflection Bay Golf Club,Henderson,NV,18,Public
10296,Incline Village Championship Golf Course,Incline Village,NV,36,Municipal
10297,Incline Village Mountain Golf Course,Incline Village,NV,18,Municipal
10298,Jackpot Golf Club,Jackpot,NV,18,Municipal
10299,Angel Park Golf Club,Las Vegas,NV,45,Public
10300,Badlands Golf Club,Las Vegas,NV,54,Public
10301,Bali Hai Golf Course,Las Vegas,NV,18,Public
10302,Bear's Best Las Vegas Golf Club,Las Vegas,NV,18,Public
10303,Callaway Golf Center,Las Vegas,NV,9,Public
10304,Canyon Gate Country Club,Las Vegas,NV,18,
10305,Desert Pines Golf Club,Las Vegas,NV,18,Public
10306,Desert Rose Golf Course,Las Vegas,NV,18,Municipal
10307,Durango Hills Golf Club,Las Vegas,NV,18,Public
10308,Eagle Crest Golf Club,Las Vegas,NV,18,Public
10309,Highland Falls Golf Club,Las Vegas,NV,18,Public
10310,Las Vegas Country Club,Las Vegas,NV,18,Private
10311,Las Vegas Golf Club,Las Vegas,NV,18,Public
10312,Las Vegas National Golf Club,Las Vegas,NV,18,Public
10313,Las Vegas Paiute Golf Resort,Las Vegas,NV,54,Public
10314,Los Prados Golf Course,Las Vegas,NV,18,Public
10315,Painted Desert Golf Club,Las Vegas,NV,18,Public
10316,Palm Valley Golf Course,Las Vegas,NV,18,Public
10317,Red Rock Country Club Arroyo,Las Vegas,NV,18,Public
10318,Red Rock Country Club Mountain,Las Vegas,NV,18,
10319,Rhodes Ranch Golf Club,Las Vegas,NV,18,Public
10320,Royal Links Golf Club,Las Vegas,NV,18,Public
10321,Siena Golf Club,Las Vegas,NV,18,Public
10322,Silverstone Golf Club,Las Vegas,NV,54,Public
10323,Southern Highlands Golf Club,Las Vegas,NV,18,
10324,Spanish Trail Golf & Country Club,Las Vegas,NV,45,Private
10325,Stallion Mountain Country Club,Las Vegas,NV,18,
10326,The Summit Club,Las Vegas,NV,18,Private
10327,The Wynn Golf Club,Las Vegas,NV,18,
10328,TPC at Summerlin,Las Vegas,NV,18,
10329,TPC at The Canyons,Las Vegas,NV,18,Public
10330,Mojave Resort Golf Club,Laughlin,NV,18,Public
10331,Conestoga Golf Club,Mesquite,NV,9,Municipal
10332,CasaBlanca Resort & Casino,Mesquite,NV,18,Public
10333,Wolf Creek At Paradise Canyon,Mesquite,NV,18,Public
10334,Falcon Ridge Golf Course,Mesquite,NV,18,Public
10335,The Oasis Golf Club,Mesquite,NV,36,Public
10336,Clear Creek Tahoe,Minden,NV,18,Private
10337,Sunrise Vista Golf Course,Nellis Afb,NV,63,Private
10338,Craig Ranch Golf Course,North Las Vegas,NV,18,Municipal
10339,North Las Vegas Par 3,North Las Vegas,NV,9,Municipal
10340,Aliante Golf Club,North Las Vegas,NV,18,Public
10341,Shadow Creek Golf Club,North Las Vegas,NV,18,Public
10342,Willow Creek Golf Course,Pahrump,NV,18,Public
10343,Lakeview Executive Golf Course,Pahrump,NV,18,Public
10344,Mountain Falls Golf Course,Pahrump,NV,18,Public
10345,Sierra Sage Golf Course,Reno,NV,18,Municipal
10346,Washoe County Golf Club,Reno,NV,18,Municipal
10347,Rosewood Lakes Golf Course,Reno,NV,18,Municipal
10348,Somersett Country Club,Reno,NV,18,Private
10349,Montreux Golf & Country Club,Reno,NV,18,Private
10350,ArrowCreek Golf Club,Reno,NV,36,Private
10351,Hidden Valley Country Club,Reno,NV,18,Private
10352,Somersett Country Club  Canyon Nine,Reno,NV,9,
10353,Northgate Golf Club,Reno,NV,18,Public
10354,LakeRidge Golf Course,Reno,NV,18,Public
10355,Wolf Run Golf Club,Reno,NV,18,Public
10356,Round Mountain Golf Club,Round Mountain,NV,9,Public
10357,The Resort At Red Hawk,Sparks,NV,36,
10358,Wildcreek Golf Course,Sparks,NV,27,Public
10359,D'Andrea Golf Club,Sparks,NV,18,Public
10360,The Links At Kiley Ranch,Sparks,NV,18,Public
10361,Spring Creek Golf Course,Spring Creek,NV,18,Public
10362,Edgewood Tahoe Golf Course,Stateline,NV,18,Public
10363,Crystal Peak Golf Course,Verdi,NV,9,Public
10364,Thunder Canyon,Washoe Valley,NV,18,
10365,Toana Vista Golf Course,Wendover,NV,18,Municipal
10366,Winnemucca Golf Course,Winnemucca,NV,9,Municipal
10367,Yerington Golf and Country Club,Yerington,NV,9,Public
10368,Rondout Country Club,Accord,NY,18,Public
10369,Adams Country Club,Adams,NY,18,Public
10370,Pinnacle State Park Golf Club,Addison,NY,9,Municipal
10371,Afton Golf Club,Afton,NY,18,Public
10372,Rothland Golf Course,Akron,NY,45,Public
10373,Bright Meadows Golf Course,Akron,NY,18,Public
10374,Arrowhead Golf Club,Akron,NY,18,Public
